season,event,team,player,games_played,wins,loses,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
11,Main,PSG_Talon,Kaiwing,6,3,3,50.0,0.5,2.17,10.33,5.0,26.67,0.73,8.1,219,8000.0,217.0,69.9,3.2,12.5
11,Main,PSG_Talon,Maple,6,3,3,50.0,4.33,2.67,5.0,3.5,293.17,7.97,14.2,386,16600.0,451.0,60.2,28.0,21.9
11,Main,PSG_Talon,River,6,3,3,50.0,2.5,3.0,8.5,3.67,203.83,5.54,12.1,330,11500.0,313.0,71.0,16.1,18.8
11,Main,PSG_Talon,Unified,6,3,3,50.0,2.33,2.0,5.67,4.0,305.17,8.3,14.2,387,14500.0,395.0,51.6,15.1,22.0
11,Main,Rogue__28-European_Team_29-,Hans sama,8,3,5,37.5,4.13,1.88,4.63,4.67,364.5,9.85,16.2,438,17300.0,467.0,66.0,31.1,25.0
11,Main,Rogue__28-European_Team_29-,Inspired,8,3,5,37.5,3.25,3.13,5.75,2.88,199.88,5.4,12.0,323,11300.0,305.0,67.9,24.5,18.5
11,Main,Rogue__28-European_Team_29-,Larssen,8,3,5,37.5,3.13,2.38,4.63,3.26,319.75,8.64,14.8,399,12300.0,333.0,58.5,23.6,22.8
11,Main,Rogue__28-European_Team_29-,Odoamne,8,3,5,37.5,2.0,3.25,4.25,1.92,294.75,7.97,13.6,368,18100.0,490.0,47.2,15.1,21.1
11,Main,Rogue__28-European_Team_29-,Trymbi,8,3,5,37.5,0.75,3.88,9.5,2.65,28.13,0.76,8.2,220,5400.0,147.0,77.4,5.7,12.6
11,Main,Royal_Never_Give_Up,Cryin,12,7,5,58.3,2.58,2.33,9.5,5.18,236.17,6.89,12.6,367,14500.0,422.0,74.4,15.9,20.4
11,Main,Royal_Never_Give_Up,GALA,12,7,5,58.3,4.25,1.75,4.83,5.19,319.67,9.33,14.9,434,16400.0,479.0,55.9,26.2,24.1
11,Main,Royal_Never_Give_Up,Ming,12,7,5,58.3,1.17,3.75,8.75,2.64,35.42,1.03,8.0,232,4600.0,133.0,61.0,7.2,12.9
11,Main,Royal_Never_Give_Up,Wei,12,7,5,58.3,4.42,3.42,7.92,3.61,165.58,4.83,11.8,344,13000.0,379.0,75.9,27.2,19.1
11,Main,Royal_Never_Give_Up,Xiaohu,12,7,5,58.3,3.83,2.75,6.5,3.76,302.92,8.84,14.6,425,17700.0,516.0,63.6,23.6,23.6
11,Main,T1,Canna,14,10,4,71.4,2.64,1.86,4.5,3.85,262.93,8.47,12.6,405,14600.0,470.0,61.0,22.6,22.1
11,Main,T1,Faker,14,10,4,71.4,1.86,1.43,4.79,4.65,252.64,8.14,11.8,381,11200.0,360.0,56.7,15.9,20.8
11,Main,T1,Gumayusi,14,10,4,71.4,3.5,1.0,3.71,7.21,316.57,10.2,14.1,455,14600.0,471.0,61.6,29.9,24.9
11,Main,T1,Keria,14,10,4,71.4,0.57,1.21,8.57,7.53,27.07,0.87,7.7,248,3800.0,123.0,78.0,4.9,13.5
11,Main,T1,Oner,14,10,4,71.4,3.14,1.71,5.14,4.83,173.64,5.6,10.6,342,9400.0,303.0,70.7,26.8,18.7
11,Main,Team_Liquid,Alphari,7,3,4,42.9,2.71,2.43,3.14,2.41,287.86,8.61,13.3,397,13200.0,396.0,54.7,25.3,22.9
11,Main,Team_Liquid,CoreJJ,7,3,4,42.9,0.86,3.57,6.71,2.12,37.43,1.12,7.5,224,3500.0,105.0,70.7,8.0,12.9
11,Main,Team_Liquid,Jensen,7,3,4,42.9,3.43,2.14,4.71,3.8,283.57,8.49,13.5,404,16400.0,492.0,76.0,32.0,23.3
11,Main,Team_Liquid,Santorin,7,3,4,42.9,1.71,2.14,7.57,4.33,160.71,4.81,10.3,307,8000.0,240.0,86.7,16.0,17.7
11,Main,Team_Liquid,Tactical,7,3,4,42.9,2.0,2.43,3.43,2.24,311.0,9.31,13.4,400,15000.0,449.0,50.7,18.7,23.1
12,Play in,Beyond_Gaming,Husha,5,2,3,40.0,3.0,2.6,8.4,4.38,157.0,4.92,10.4,325,9800.0,308.0,86.4,22.7,18.6
12,Play in,Beyond_Gaming,Kino,5,2,3,40.0,0.2,5.0,9.0,1.84,36.2,1.13,7.1,222,3100.0,98.0,69.7,1.5,12.7
12,Play in,Beyond_Gaming,Minji,5,2,3,40.0,6.0,2.8,4.8,3.86,236.0,7.4,12.6,396,14300.0,449.0,81.8,45.5,22.7
12,Play in,Beyond_Gaming,Wako,5,2,3,40.0,2.6,2.0,6.4,4.5,302.4,9.48,13.7,428,19500.0,611.0,68.2,19.7,24.6
12,Play in,Beyond_Gaming,Likai,4,1,3,25.0,1.0,2.25,4.75,2.56,275.25,8.23,12.2,365,12400.0,370.0,43.4,7.5,21.5
12,Play in,Beyond_Gaming,Liang,1,1,0,100.0,3.0,1.0,5.0,8.0,216.0,8.4,10.4,404,8900.0,348.0,61.5,23.1,20.2
12,Play in,Chiefs_Esports_Club,Aladoric,5,0,5,0.0,0.4,4.2,5.6,1.43,32.4,1.15,5.9,209,4000.0,142.0,68.2,4.5,12.9
12,Play in,Chiefs_Esports_Club,Arthur,5,0,5,0.0,3.0,4.0,3.8,1.7,155.8,5.55,9.6,342,10700.0,381.0,77.3,34.1,21.1
12,Play in,Chiefs_Esports_Club,Raes,5,0,5,0.0,2.0,4.0,3.6,1.4,238.4,8.49,10.4,369,12400.0,441.0,63.6,22.7,22.7
12,Play in,Chiefs_Esports_Club,Tally,5,0,5,0.0,1.6,3.4,4.8,1.88,229.4,8.17,9.9,353,14200.0,506.0,72.7,18.2,21.8
12,Play in,Chiefs_Esports_Club,Topoon,5,0,5,0.0,1.8,3.8,3.0,1.26,212.8,7.58,9.8,348,14600.0,519.0,54.5,20.5,21.4
12,Play in,DetonatioN_FocusMe,Evi,14,7,7,50.0,2.21,3.71,5.64,2.12,243.43,7.44,12.0,367,18600.0,569.0,56.7,16.0,20.6
12,Play in,DetonatioN_FocusMe,Harp,14,7,7,50.0,0.71,3.36,9.0,2.89,28.0,0.86,7.6,231,7700.0,236.0,70.1,5.2,13.0
12,Play in,DetonatioN_FocusMe,Steal,14,7,7,50.0,1.93,3.43,8.29,2.98,151.79,4.64,9.9,303,10600.0,323.0,73.7,13.9,17.0
12,Play in,DetonatioN_FocusMe,Yaharong,14,7,7,50.0,3.71,2.79,5.0,3.13,296.07,9.04,13.8,421,20700.0,631.0,62.9,26.8,23.6
12,Play in,DetonatioN_FocusMe,Yutapon,14,7,7,50.0,5.29,2.71,4.5,3.61,318.71,9.74,15.1,460,19600.0,597.0,70.6,38.1,25.8
12,Play in,DRX,BeryL,5,5,0,100.0,1.6,1.4,9.0,7.57,33.0,1.1,7.6,255,7000.0,232.0,57.6,8.7,13.0
12,Play in,DRX,Deft,5,5,0,100.0,4.6,1.2,8.0,10.5,295.6,9.86,14.1,469,23100.0,771.0,68.5,25.0,24.0
12,Play in,DRX,Kingen,5,5,0,100.0,2.8,2.4,6.0,3.67,238.8,7.96,11.9,398,16800.0,559.0,47.8,15.2,20.4
12,Play in,DRX,Zeka,5,5,0,100.0,7.4,0.8,4.8,15.25,321.8,10.73,15.6,519,22200.0,742.0,66.3,40.2,26.5
12,Play in,DRX,Pyosik,3,3,0,100.0,1.33,1.67,10.0,6.8,130.33,3.97,9.4,287,9100.0,276.0,61.8,7.3,15.2
12,Play in,DRX,Juhan,2,2,0,100.0,3.0,1.5,9.5,8.33,147.5,5.74,9.4,365,12200.0,476.0,67.6,16.2,17.5
12,Play in,Evil_Geniuses_2e-NA,Impact,10,8,2,80.0,4.2,1.2,5.6,8.17,253.3,8.18,13.5,436,17600.0,568.0,56.6,24.3,23.0
12,Play in,Evil_Geniuses_2e-NA,Inspired,10,8,2,80.0,2.9,0.9,9.7,14.0,159.0,5.13,10.6,341,9900.0,319.0,72.8,16.8,17.9
12,Play in,Evil_Geniuses_2e-NA,jojopyun,10,8,2,80.0,3.7,2.6,7.1,4.15,242.1,7.82,12.2,393,17100.0,553.0,62.4,21.4,20.7
12,Play in,Evil_Geniuses_2e-NA,Kaori,10,8,2,80.0,5.7,1.9,5.1,5.68,305.7,9.87,14.8,479,16000.0,516.0,62.4,32.9,25.2
12,Play in,Evil_Geniuses_2e-NA,Vulcan,10,8,2,80.0,0.8,1.7,11.9,7.47,30.5,0.98,7.8,250,5300.0,171.0,73.4,4.6,13.2
12,Play in,Fnatic,Humanoid,5,4,1,80.0,5.2,1.8,3.8,5.0,269.4,8.78,13.9,453,25200.0,822.0,59.2,34.2,23.3
12,Play in,Fnatic,Razork,5,4,1,80.0,2.4,2.6,8.0,4.0,197.4,6.44,11.4,370,12300.0,402.0,68.4,15.8,19.0
12,Play in,Fnatic,Upset,5,4,1,80.0,5.4,0.4,4.6,25.0,318.2,10.37,14.8,483,16000.0,522.0,65.8,35.5,24.8
12,Play in,Fnatic,Wunder,5,4,1,80.0,1.4,2.0,5.2,3.3,263.4,8.59,11.9,387,15100.0,494.0,43.4,9.2,19.9
12,Play in,Fnatic,Hylissang,3,2,1,66.7,1.33,4.33,7.67,2.08,36.67,1.17,7.8,248,7900.0,252.0,55.1,8.2,13.1
12,Play in,Fnatic,Rhuckz,2,2,0,100.0,0.0,0.0,11.0,22.0,40.5,1.36,7.6,255,4000.0,136.0,81.5,0.0,12.6
12,Play in,Istanbul_Wildcats,Farfetch,5,0,5,0.0,0.2,6.4,7.8,1.25,27.0,0.84,6.6,205,6600.0,206.0,69.0,1.7,12.8
12,Play in,Istanbul_Wildcats,Ferret,5,0,5,0.0,1.4,4.8,7.0,1.75,132.0,4.12,8.9,277,10500.0,328.0,72.4,12.1,17.2
12,Play in,Istanbul_Wildcats,HolyPhoenix,5,0,5,0.0,4.4,3.0,5.6,3.33,297.4,9.28,13.6,423,15900.0,497.0,86.2,37.9,26.3
12,Play in,Istanbul_Wildcats,Serin,5,0,5,0.0,3.8,3.6,5.0,2.44,257.0,8.02,12.4,387,24800.0,772.0,75.9,32.8,24.0
12,Play in,Istanbul_Wildcats,StarScreen,5,0,5,0.0,1.8,4.0,5.2,1.75,213.8,6.67,10.2,317,13800.0,431.0,60.3,15.5,19.7
12,Play in,Isurus,ADD,5,1,4,20.0,2.6,5.0,4.6,1.44,190.2,6.46,9.9,338,14800.0,502.0,67.9,24.5,20.5
12,Play in,Isurus,Gavotto,5,1,4,20.0,2.2,3.6,4.0,1.72,236.6,8.04,11.1,379,11500.0,390.0,58.5,20.8,23.0
12,Play in,Isurus,Grell,5,1,4,20.0,3.2,5.2,5.8,1.73,190.2,6.46,10.7,364,13700.0,465.0,84.9,30.2,22.1
12,Play in,Isurus,Jelly,5,1,4,20.0,0.8,6.0,5.4,1.03,33.8,1.15,6.4,217,4800.0,162.0,58.5,7.5,13.2
12,Play in,Isurus,seiya,5,1,4,20.0,1.8,3.2,4.6,2.0,224.4,7.62,10.2,346,12200.0,414.0,60.4,17.0,21.0
12,Play in,LOUD,Brance,10,4,6,40.0,3.6,2.8,5.9,3.39,252.0,8.3,12.1,400,16900.0,558.0,66.4,25.2,22.9
12,Play in,LOUD,Ceos,10,4,6,40.0,0.6,4.0,9.5,2.53,33.4,1.1,6.9,228,4900.0,161.0,70.6,4.2,13.1
12,Play in,LOUD,Croc,10,4,6,40.0,2.7,3.8,6.5,2.42,148.8,4.9,9.9,327,11500.0,379.0,64.3,18.9,18.7
12,Play in,LOUD,Robo,10,4,6,40.0,4.2,4.4,5.6,2.23,234.1,7.71,12.4,408,19300.0,636.0,68.5,29.4,23.3
12,Play in,LOUD,tinowns,10,4,6,40.0,3.2,2.5,6.1,3.72,239.7,7.9,11.7,384,15600.0,513.0,65.0,22.4,22.0
12,Play in,MAD_Lions,Armut,12,6,6,50.0,1.75,2.92,6.33,2.77,246.67,7.79,12.2,384,14200.0,448.0,59.9,13.0,21.1
12,Play in,MAD_Lions,Elyoya,12,6,6,50.0,3.92,2.0,6.67,5.29,189.42,5.98,11.8,373,9700.0,306.0,78.4,29.0,20.4
12,Play in,MAD_Lions,Kaiser,12,6,6,50.0,0.33,3.5,7.83,2.33,32.17,1.02,7.1,226,4300.0,135.0,60.5,2.5,12.4
12,Play in,MAD_Lions,Nisqy,12,6,6,50.0,3.5,2.92,6.42,3.4,265.67,8.39,12.9,408,18600.0,586.0,73.5,25.9,22.4
12,Play in,MAD_Lions,UNF0RGIVEN,12,6,6,50.0,4.0,2.25,5.08,4.04,284.75,8.99,13.7,433,16400.0,516.0,67.3,29.6,23.7
12,Play in,Royal_Never_Give_Up,Breathe,9,7,2,77.8,4.22,2.33,4.33,3.67,284.0,8.62,14.1,429,17400.0,528.0,47.5,23.5,21.8
12,Play in,Royal_Never_Give_Up,GALA,9,7,2,77.8,4.78,1.22,7.0,9.64,339.56,10.31,16.0,484,20300.0,615.0,65.4,26.5,24.6
12,Play in,Royal_Never_Give_Up,Ming,9,7,2,77.8,1.0,2.33,11.44,5.33,32.78,0.99,8.3,251,5300.0,162.0,69.1,5.6,12.8
12,Play in,Royal_Never_Give_Up,Wei,9,7,2,77.8,3.67,1.44,8.78,8.62,183.89,5.58,12.2,370,11700.0,355.0,69.1,20.4,18.8
12,Play in,Royal_Never_Give_Up,Xiaohu,9,7,2,77.8,4.33,2.33,7.56,5.1,282.44,8.57,14.2,432,18800.0,571.0,66.0,24.1,22.0
12,Play in,Saigon_Buffalo,BeanJ,9,3,6,33.3,1.89,3.56,6.0,2.22,149.89,5.0,9.5,316,9200.0,306.0,62.8,15.0,17.8
12,Play in,Saigon_Buffalo,Froggy,9,3,6,33.3,1.56,2.67,6.0,2.83,233.89,7.8,10.8,360,14800.0,492.0,60.2,12.4,20.3
12,Play in,Saigon_Buffalo,Hasmed,9,3,6,33.3,3.22,3.0,3.33,2.19,240.56,8.02,11.7,392,14800.0,493.0,52.2,25.7,22.1
12,Play in,Saigon_Buffalo,Shogun,9,3,6,33.3,4.89,1.89,4.22,4.82,303.0,10.1,13.9,462,19200.0,641.0,72.6,38.9,26.1
12,Play in,Saigon_Buffalo,Taki,9,3,6,33.3,1.0,3.11,8.22,2.96,33.11,1.1,7.3,243,5000.0,166.0,73.5,8.0,13.7
12,Main,100_Thieves,Abbedagge,6,1,5,16.7,1.83,2.83,3.83,2.0,262.67,8.54,11.6,378,14200.0,463.0,64.2,20.8,22.6
12,Main,100_Thieves,Closer,6,1,5,16.7,2.0,2.0,3.83,2.92,152.17,4.95,9.3,303,5500.0,179.0,66.0,22.6,18.1
12,Main,100_Thieves,FBI,6,1,5,16.7,2.17,3.17,4.17,2.0,198.17,6.45,10.9,356,12600.0,409.0,71.7,24.5,21.3
12,Main,100_Thieves,huhi,6,1,5,16.7,0.67,3.0,5.33,2.0,88.67,2.88,8.0,261,5000.0,164.0,67.9,7.5,15.6
12,Main,100_Thieves,Ssumday,6,1,5,16.7,2.17,2.83,3.33,1.94,263.83,8.58,11.6,378,13900.0,454.0,62.3,24.5,22.6
12,Main,Cloud9,Berserker,6,1,5,16.7,1.33,2.0,2.67,2.0,240.17,8.83,10.3,378,10700.0,392.0,60.0,20.0,23.6
12,Main,Cloud9,Blaber,6,1,5,16.7,1.0,3.17,4.33,1.68,148.17,5.45,8.3,305,6900.0,254.0,80.0,15.0,19.1
12,Main,Cloud9,Fudge,6,1,5,16.7,0.83,2.17,2.5,1.54,212.67,7.82,9.0,332,9500.0,348.0,50.0,12.5,20.7
12,Main,Cloud9,Jensen,6,1,5,16.7,2.67,2.83,2.17,1.71,220.5,8.11,10.0,366,16700.0,615.0,72.5,40.0,22.9
12,Main,Cloud9,Zven,6,1,5,16.7,0.83,4.5,3.0,0.85,25.5,0.94,6.0,220,4000.0,148.0,57.5,12.5,13.7
12,Main,CTBC_Flying_Oyster,Gemini,6,1,5,16.7,1.33,4.5,4.5,1.3,143.17,4.52,8.9,280,6900.0,218.0,72.9,16.7,16.5
12,Main,CTBC_Flying_Oyster,Koala,6,1,5,16.7,0.83,4.83,4.17,1.03,37.33,1.18,7.4,235,5100.0,161.0,62.5,10.4,13.9
12,Main,CTBC_Flying_Oyster,Mission,6,1,5,16.7,1.5,3.33,3.67,1.55,300.0,9.46,13.1,413,20100.0,634.0,64.6,18.8,24.4
12,Main,CTBC_Flying_Oyster,Rest,6,1,5,16.7,1.17,3.0,2.33,1.17,257.33,8.12,11.2,353,13000.0,409.0,43.8,14.6,20.9
12,Main,CTBC_Flying_Oyster,Shunn,5,1,4,20.0,3.2,3.8,2.2,1.42,280.2,8.84,13.2,416,13200.0,417.0,62.8,37.2,24.5
12,Main,CTBC_Flying_Oyster,Atlen,1,0,1,0.0,3.0,5.0,2.0,1.0,251.0,7.9,12.8,402,5200.0,163.0,100.0,60.0,24.0
12,Main,DRX,BeryL,21,14,7,66.7,0.76,2.24,8.0,3.91,34.62,1.0,8.6,250,10200.0,295.0,66.7,5.8,13.7
12,Main,DRX,Deft,21,14,7,66.7,3.14,1.76,4.62,4.41,326.57,9.47,15.1,437,20000.0,581.0,59.1,23.9,24.0
12,Main,DRX,Kingen,21,14,7,66.7,2.71,2.19,5.05,3.54,253.95,7.37,12.8,371,16300.0,473.0,59.1,20.7,20.4
12,Main,DRX,Zeka,21,14,7,66.7,4.0,1.57,4.1,5.15,322.62,9.36,14.9,431,16600.0,481.0,61.6,30.4,23.7
12,Main,DRX,Pyosik,20,14,6,70.0,2.5,1.65,6.55,5.48,187.75,5.46,11.5,335,10900.0,317.0,68.0,18.8,18.3
12,Main,DRX,Juhan,1,0,1,0.0,3.0,4.0,6.0,2.25,165.0,4.56,10.7,297,12900.0,357.0,90.0,30.0,18.3
12,Main,DWG_KIA,Canyon,12,7,5,58.3,3.42,2.67,6.75,3.81,176.67,5.59,11.3,358,13300.0,421.0,70.1,23.6,19.5
12,Main,DWG_KIA,deokdam,12,7,5,58.3,4.5,1.92,5.42,5.17,280.08,8.86,14.1,447,18600.0,587.0,68.4,31.0,24.4
12,Main,DWG_KIA,Kellin,12,7,5,58.3,0.67,2.08,10.25,5.24,16.42,0.52,7.6,241,5400.0,170.0,75.3,4.6,13.2
12,Main,DWG_KIA,Nuguri,12,7,5,58.3,2.5,2.92,4.25,2.31,247.5,7.83,12.2,386,15700.0,496.0,46.6,17.2,21.0
12,Main,DWG_KIA,ShowMaker,12,7,5,58.3,3.42,1.5,5.75,6.11,260.25,8.23,12.7,403,20000.0,633.0,63.2,23.6,22.0
12,Main,EDward_Gaming,Flandre,11,6,5,54.5,2.09,1.82,4.18,3.45,272.45,8.14,12.7,380,16600.0,495.0,47.9,16.0,21.2
12,Main,EDward_Gaming,JieJie,11,6,5,54.5,1.73,2.64,7.82,3.62,183.27,5.48,11.0,327,10900.0,327.0,72.9,13.2,18.3
12,Main,EDward_Gaming,Meiko,11,6,5,54.5,0.91,2.64,8.64,3.62,26.27,0.78,7.9,236,5400.0,162.0,72.9,6.9,13.2
12,Main,EDward_Gaming,Scout,11,6,5,54.5,4.18,2.27,4.09,3.64,272.45,8.14,13.6,406,23200.0,694.0,63.2,31.9,22.7
12,Main,EDward_Gaming,Viper,11,6,5,54.5,4.18,1.82,5.27,5.2,321.91,9.62,14.8,441,21400.0,640.0,72.2,31.9,24.6
12,Main,Evil_Geniuses_2e-NA,Impact,6,1,5,16.7,1.33,3.17,3.67,1.58,202.5,7.04,9.5,332,12500.0,436.0,56.6,15.1,20.0
12,Main,Evil_Geniuses_2e-NA,Inspired,6,1,5,16.7,2.17,2.33,4.0,2.64,183.5,6.38,9.8,342,9700.0,336.0,69.8,24.5,20.6
12,Main,Evil_Geniuses_2e-NA,jojopyun,6,1,5,16.7,1.33,3.83,2.67,1.04,221.67,7.71,10.0,348,13000.0,452.0,45.3,15.1,20.9
12,Main,Evil_Geniuses_2e-NA,Kaori,6,1,5,16.7,3.83,3.0,2.17,2.0,256.67,8.92,12.2,423,15700.0,546.0,67.9,43.4,25.5
12,Main,Evil_Geniuses_2e-NA,Vulcan,6,1,5,16.7,0.17,3.67,6.33,1.77,21.83,0.76,6.2,215,4500.0,155.0,73.6,1.9,13.0
12,Main,Fnatic,Humanoid,6,2,4,33.3,3.17,2.67,2.83,2.25,297.67,9.66,12.9,419,20900.0,678.0,63.2,33.3,24.8
12,Main,Fnatic,Hylissang,6,2,4,33.3,0.17,4.17,7.17,1.76,21.33,0.69,6.8,219,4900.0,159.0,77.2,1.8,13.0
12,Main,Fnatic,Razork,6,2,4,33.3,1.5,2.67,5.17,2.5,155.17,5.03,9.2,299,10000.0,324.0,70.2,15.8,17.7
12,Main,Fnatic,Upset,6,2,4,33.3,3.33,1.33,3.0,4.75,299.5,9.72,13.1,424,15000.0,486.0,66.7,35.1,25.1
12,Main,Fnatic,Wunder,6,2,4,33.3,1.33,3.0,4.17,1.83,221.0,7.17,10.1,327,11200.0,362.0,57.9,14.0,19.4
12,Main,G2_Esports,BrokenBlade,6,1,5,16.7,2.67,2.83,2.5,1.82,216.0,7.17,10.4,347,14200.0,470.0,56.4,29.1,21.2
12,Main,G2_Esports,caPs,6,1,5,16.7,2.33,2.67,3.33,2.13,243.5,8.08,10.9,363,12500.0,416.0,61.8,25.5,22.1
12,Main,G2_Esports,Flakked,6,1,5,16.7,2.67,2.5,3.33,2.4,270.0,8.96,11.8,390,12000.0,398.0,65.5,29.1,23.8
12,Main,G2_Esports,Jankos,6,1,5,16.7,1.33,2.83,6.17,2.65,175.17,5.81,9.7,322,9200.0,304.0,81.8,14.5,19.7
12,Main,G2_Esports,Targamas,6,1,5,16.7,0.17,3.17,7.0,2.26,31.5,1.04,6.5,216,4300.0,143.0,78.2,1.8,13.2
12,Main,GAM_Esports,Bie,6,1,5,16.7,1.0,3.17,5.33,2.0,32.67,1.03,7.0,222,5000.0,158.0,70.4,11.1,13.6
12,Main,GAM_Esports,Kati,6,1,5,16.7,1.5,3.17,4.83,2.0,241.67,7.64,10.8,342,13500.0,428.0,70.4,16.7,20.9
12,Main,GAM_Esports,Kiaya,6,1,5,16.7,1.67,3.67,3.67,1.45,235.5,7.45,10.7,338,13100.0,415.0,59.3,18.5,20.7
12,Main,GAM_Esports,Levi,6,1,5,16.7,2.67,4.5,5.67,1.85,185.83,5.88,10.9,344,16600.0,524.0,92.6,29.6,21.1
